shopping_id,cnpj,loja_nome,segmento,cupons,clientes,valor_total,shopping_sigla,participou
6,11377588005344,Burger King,Gastronomia,63,49,3396.8,NS,True
6,57136139000184,Chilli Beans,Ótica,6,6,3054.87,NS,True
6,54311968000168,Adcos,Beleza e Bem-estar,4,4,3026.96,NS,True
6,13393158004108,Me Linda,Farmácias,19,16,2927.1,NS,True
6,17261661021332,Outback SteakHouse,Gastronomia,14,14,2775.28,NS,True
6,00776574161087,Americanas,Eletrodomésticos,27,22,2772.99,NS,True
6,35509912000259,Havaianas,Calçados,28,26,2596.59,NS,True
6,57067731000171,Mamma Mia Galeto,Gastronomia,8,8,2582.41,NS,True
6,58891504013379,z Kfc,Gastronomia,54,43,2500.29,NS,True
6,52003898000406,Tigre Maníacos,Esportes,9,8,2330.9,NS,True
6,50689531000101,Natura,Beleza e Bem-estar,21,21,2281.82,NS,True
6,58731662012632,Ri Happy,Infantil,17,16,2211.56,NS,True
6,42463081000106,World Tennis,Calçados,5,5,2159.92,NS,True
6,08796020000122,Uebel Make Up,Beleza e Bem-estar,14,11,2106.08,NS,True
6,05918619006800,Casa Maria,Casa e Decoração,33,31,2079.54,NS,True
6,54758486000150,Mar de Maria,Moda,13,11,2047.91,NS,True
6,30262219000200,Fátima Bebê,Infantil,10,8,2030.6,NS,True
6,50583218000194,Griletto,Gastronomia,28,24,1915.3,NS,True
6,61106368000123,Officina Gelatiera,Gastronomia,32,22,1898.0,NS,True
6,39669835000174,Lug's,Gastronomia,31,21,1750.0,NS,True
6,46896233000115,Cantinho Grill,Gastronomia,25,17,1654.2,NS,True
6,11023142000190,Fátima Papelaria,Papelaria,26,22,1647.9,NS,True
6,11023174014650,Pandora,Joalheria,4,4,1642.0,NS,True
6,46708841017477,Polo Wear,Moda,10,10,1631.72,NS,True
6,37041113000226,Villa,Moda,5,5,1540.37,NS,True
6,13393158003993,Me Linda,Beleza e Bem-estar,10,8,1483.14,NS,True
6,37020838000157,Donna Mirô,Gastronomia,27,14,1384.38,NS,True
6,57175237000120,Ótica Chilli Beans,Ótica,2,1,1359.92,NS,True
6,59846541000188,Mundo Geek,Outros,10,10,1287.1,NS,True
6,09611669018050,Farm,Moda,3,3,1068.5,NS,True
6,39431701000110,JAH Açaí,Gastronomia,32,21,1040.76,NS,True
6,43758381000185,Subway,Gastronomia,19,13,1032.4,NS,True
6,25175433000109,AJFans Nações,Promocional,2,2,1000.0,NS,True
6,41835278000166,Via Pian Food,Gastronomia,17,13,949.62,NS,True
6,94087921002040,Gnc Cinemas,Lazer,14,13,877.5,NS,True
6,24348212000122,z Bob's - Quiosque 2,Gastronomia,22,21,861.6,NS,True
6,57185384000181,Essence Parfums,Beleza e Bem-estar,1,1,839.37,NS,True
6,28764122000173,Baummer,Joalheria,6,6,719.21,NS,True
6,48843215000109,Kitsu Box,Gastronomia,6,6,647.0,NS,True
6,50257154000131,Panda Sushi,Gastronomia,9,9,487.64,NS,True
6,54679548000139,Milkymoo,Gastronomia - Sorvetes,11,9,379.0,NS,True
6,05571901000238,Maxmuscle,Esportes,2,2,347.0,NS,True
6,43757406000126,Fábrica Di Chocolate,Gastronomia,4,3,340.69,NS,True
6,39264947000307,O Boticário,Beleza e Bem-estar,2,2,331.8,NS,True
6,24316506000172,Chef's & Fritas,Gastronomia,3,3,287.4,NS,True
6,62933990000178,Milky Moo - Quiosque,Gastronomia,10,5,258.0,NS,True
6,13350736000301,Gio Gelato Sorveteria Italiana Artesanal,Não informado,8,5,237.45,NS,True
6,40711275000239,St.Chicken,Gastronomia,3,3,232.8,NS,True
6,50906474000175,Café Cultura,Gastronomia,5,5,198.0,NS,True
6,20553615000152,Fini,Gastronomia,7,4,93.32,NS,True
6,27415763000150,Geror,Ótica,1,1,89.9,NS,True
6,24012111000186,Le Charbon Crepes e Café,Gastronomia,3,3,67.0,NS,True
6,60051971000192,Big Jack Cervejaria,Gastronomia,3,3,60.0,NS,True
6,52251355000157,Panda Café & Chá Mix,Gastronomia,3,3,56.5,NS,True
6,24786077000105,Estacionamento - Nações Shopping,Serviços,2,2,44.0,NS,True
6,34216722000108,Tabacaria El Patrono,Presentes e Acessórios,1,1,39.9,NS,True
6,26585335000102,Drive Kids,Lazer,1,1,30.0,NS,True
6,49039419000146,Chope do Mestre,Gastronomia,2,1,16.0,NS,True
6,51589366000189,Antonio's Boliche,Gastronomia - Sorvetes,0,0,0.0,NS,False
6,50878192000101,Antonio's Boliche,Lazer,0,0,0.0,NS,False
6,20477705000373,Cases e Capas,Presentes e Acessórios,0,0,0.0,NS,False
6,57260323000131,Dez Pastéis,Gastronomia,0,0,0.0,NS,False
6,13199605000286,Don Pettine,Salão de Beleza | Barbearia,0,0,0.0,NS,False
6,36188244000197,Engenharia do Corpo Academia,Serviços,0,0,0.0,NS,False
6,08845676037784,Espaço Laser,Beleza e Bem-estar,0,0,0.0,NS,False
6,32122105000100,Extreme Kart,Lazer,0,0,0.0,NS,False
6,28192387000810,FREDDO GELATERIA,Gastronomia,0,0,0.0,NS,False
6,48094086000195,H2O Car Wash,Serviços,0,0,0.0,NS,False
6,62211969000169,Inspire Predrarias,Joalheria,0,0,0.0,NS,False
6,33647517000207,KStore Acessórios,Presentes e Acessórios,0,0,0.0,NS,False
6,65174130000196,Lez a Lez,Moda Feminina,0,0,0.0,NS,False
6,31720333000380,Livre Mix,Joalheria,0,0,0.0,NS,False
6,01477466000650,McDonald's,Gastronomia,0,0,0.0,NS,False
6,20540181000156,Nações Shopping Estacionamento,Não informado,0,0,0.0,NS,False
6,20540181000318,Nações Shopping Estacionamento II,Serviços,0,0,0.0,NS,False
6,37283459000150,Ortobom,Casa e Decoração,0,0,0.0,NS,False
6,43068728000168,Planet Games,Lazer,0,0,0.0,NS,False
6,56294063000403,Provin Jóias,Não informado,0,0,0.0,NS,False
6,57188074000110,Sapataria do Futuro,Serviços,0,0,0.0,NS,False
6,60937194000188,Smartcase,Eletrônicos,0,0,0.0,NS,False
6,14440687000786,Vialaser,Beleza e Bem-estar,0,0,0.0,NS,False
6,57957829001257,Vivo,Telefonia,0,0,0.0,NS,False
6,51209371000119,Vortex Viagens,Serviços,0,0,0.0,NS,False
6,59937950000190,Vortex Vistos,Serviços,0,0,0.0,NS,False
6,55653736000231,Yan Eletroeletrônicos,Eletrônicos,0,0,0.0,NS,False
6,48643676000120,z SH JOIAS,Presentes e Acessórios,0,0,0.0,NS,False
